canonical_name,lat,lng,elevation_ft
Logan city,41.74026,-111.84176,4509.6
Midway city,40.5202,-111.47551,5656.5
Murray city,40.65065,-111.88657,4336.0
Ogden city,41.22839,-111.96815,4342.5
Panguitch city,37.82277,-112.43414,6621.0
Sandy city,40.57171,-111.84987,4785.6
South Jordan city,40.55691,-111.97858,4666.9
Springville city,40.16427,-111.61952,4556.0
Sundance CDP,40.39272,-111.59088,6611.5
Syracuse city,41.08585,-112.06874,4271.8
West Jordan city,40.60267,-112.00126,4668.2
Woodland CDP,40.5838,-111.23576,6747.8
Appomattox town,37.35874,-78.82645,860.8
Boydton town,36.66606,-78.39073,346.9
Chester CDP,37.35204,-77.4337,177.9
Crozet CDP,38.06492,-78.69696,673.4
Dumfries town,38.56735,-77.32242,17.5
Glen Allen CDP,37.66587,-77.48435,200.8
Gordonsville town,38.13555,-78.18741,476.0
Hopewell city,37.29101,-77.29894,42.8
King George CDP,38.27944,-77.18431,135.9
Lake Monticello CDP,37.91981,-78.33188,359.7
Lorton CDP,38.69872,-77.21665,101.1
Lynchburg city,37.39902,-79.19546,639.6
Middleburg town,38.97035,-77.74064,486.8
Newport News city,37.07614,-76.52198,21.7
Nokesville CDP,38.69299,-77.57644,266.0
Portsmouth city,36.85934,-76.35697,12.1
Powhatan CDP,37.54212,-77.92708,318.2
Purcellville town,39.1375,-77.71139,557.8
Ruckersville CDP,38.22805,-78.37748,564.9
Rustburg CDP,37.27219,-79.1001,860.4
South Riding CDP,38.91166,-77.51328,278.9
Stafford Courthouse CDP,38.41492,-77.4157,175.2
Sterling CDP,39.00473,-77.40537,336.0
Williamsburg city,37.26948,-76.70819,91.0
Yorktown CDP,37.23401,-76.5182,45.2
East Montpelier CDP,44.26732,-72.49124,683.5
Hinesburg CDP,44.33315,-73.10921,343.3
Jericho village,44.50268,-72.99029,608.8
Killington Village CDP,43.65055,-72.77842,1861.9
Manchester Center CDP,43.1884,-73.03518,994.1
Milton CDP,44.63038,-73.12244,290.8
Montpelier city,44.26645,-72.57152,531.2
South Shaftsbury CDP,42.9406,-73.19463,974.1
Shelburne CDP,44.39045,-73.21799,182.1
South Burlington city,44.43647,-73.18262,382.5
Stowe CDP,44.46724,-72.68377,695.5
Waitsfield CDP,44.18335,-72.83451,744.2
Woodstock village,43.62344,-72.513,908.2
Acme CDP,48.71643,-122.20996,332.5
Arlington city,48.17037,-122.14455,146.7
Battle Ground city,45.77683,-122.54097,285.3
Bonney Lake city,47.1995,-122.16303,542.0
Bremerton city,47.53988,-122.71705,354.1
Burlington city,48.46636,-122.32888,40.1
Cashmere city,47.51805,-120.46704,846.0
Cheney city,47.49113,-117.58155,2425.3
Cle Elum city,47.19464,-120.95284,2015.1
College Place city,46.04158,-118.38941,782.1
DuPont city,47.10735,-122.64758,218.3
Edmonds city,47.8136,-122.35333,374.2
Enumclaw city,47.20218,-121.98898,745.3
Ferndale city,48.85263,-122.58862,44.3
Lakewood city,47.16409,-122.52811,246.8
Maple Valley city,47.36715,-122.03481,530.3
Mead CDP,47.77953,-117.34994,1783.3
Monroe city,47.85979,-121.98401,56.2
Moses Lake city,47.12785,-119.27638,1060.3
Olympia city,47.0406,-122.895,31.8
Port Orchard city,47.53844,-122.63243,137.8
Pullman city,46.73313,-117.16828,2513.9
Puyallup city,47.17905,-122.29152,98.2
Quincy city,47.2349,-119.8525,1303.7
Snohomish city,47.92887,-122.09268,147.6
Tekoa city,47.22473,-117.07306,2520.3
Trout Lake CDP,45.99777,-121.52884,1898.3
Walla Walla city,46.06701,-118.33703,963.2
Wapato city,46.44363,-120.42151,852.5
Amery city,45.30459,-92.36336,1067.7
Barron city,45.40219,-91.84435,1110.4
Beaver Dam city,43.46811,-88.8309,917.8
Belleville village,42.86402,-89.53962,858.9
Big Bend village,42.8839,-88.2036,824.0
Burlington city,42.67525,-88.27187,761.8
Cedar Grove village,43.56825,-87.82297,698.9
Cedarburg city,43.29992,-87.98844,791.6
Coleman village,45.067,-88.03566,711.3
Columbus city,43.3368,-89.02999,869.6
Cottage Grove village,43.09222,-89.20534,910.1
Dane village,43.2461,-89.49958,1071.7
Darlington city,42.67656,-90.12006,825.6
Deerfield village,43.04918,-89.07615,869.3
Dousman village,43.00938,-88.47557,866.6
Edgerton city,42.83895,-89.06957,813.5
Elkhorn city,42.6716,-88.53626,1020.3
Endeavor village,43.71439,-89.46917,820.5
Evansville city,42.77807,-89.29598,894.8
Florence CDP,45.92786,-88.23524,1297.5
Franklin city,42.88388,-88.01155,746.8
Germantown village,43.23453,-88.125,849.0
Green Bay city,44.52154,-87.98657,581.8
Janesville city,42.6847,-89.01317,840.6
Kaukauna city,44.27679,-88.26386,629.4
Kewaskum village,43.51765,-88.23061,936.5
Lac du Flambeau CDP,45.96228,-89.89687,1587.6
Menomonee Falls village,43.15941,-88.12155,841.3
Mequon city,43.21136,-88.01424,760.2
Milton city,42.77468,-88.93999,874.9
Minocqua CDP,45.87921,-89.70362,1590.4
Monona city,43.05387,-89.33351,901.6
Nashotah village,43.08881,-88.40796,950.6
Neenah city,44.16492,-88.47963,749.3
Oconomowoc city,43.10043,-88.49269,874.7
Ogema CDP,45.45661,-90.30028,1555.5
Omro city,44.03897,-88.73699,761.6
Oregon village,42.92521,-89.38911,957.1
Pardeeville village,43.53727,-89.30265,795.6
Pewaukee city,43.06614,-88.24447,852.0
Plover village,44.46202,-89.53797,1077.4
Pulaski village,44.66821,-88.23428,801.4
Racine city,42.72557,-87.81422,645.0
Rice Lake city,45.48199,-91.74576,1129.9
Rio village,43.45216,-89.24159,927.3
River Falls city,44.8604,-92.62529,888.4
St. Croix Falls city,45.41137,-92.62469,1048.9
Suamico village,44.62673,-88.03305,590.0
Sun Prairie city,43.18262,-89.23782,983.7
Superior city,46.69212,-92.08036,661.5
Tomah city,43.98801,-90.50138,954.7
Tomahawk city,45.47896,-89.71177,1448.3
Waterford village,42.7644,-88.21667,782.2
Waukesha city,43.00908,-88.24506,899.8
Waunakee village,43.18286,-89.44529,900.1
Wauwatosa city,43.06316,-88.03558,672.1
West Allis city,43.00719,-88.02899,780.9
Whitefish Bay village,43.11314,-87.90048,647.1
Elkins city,38.92381,-79.85404,1900.1
Fairmont city,39.47688,-80.14909,1003.5
Fayetteville town,38.06408,-81.10865,1661.9
Milton town,38.43801,-82.14599,681.5
Casper city,42.84212,-106.32128,5152.8
Jackson town,43.47194,-110.77527,6171.6
